地區名稱,指標名稱,Year,數值
東亞與太平洋地區(IDA及IBRD國家),商品與服務出口(佔GDP百分比),1962,6.919595844460001
東亞與太平洋地區(IDA及IBRD國家),總生育率(每名婦女生育數),1962,6.06991600518
東亞與太平洋地區(IDA及IBRD國家),GDP成長率(年增率%),1962,-0.215937002259
東亞與太平洋地區(IDA及IBRD國家),商品與服務進口(佔GDP百分比),1962,6.035706151880001
東亞與太平洋地區(IDA及IBRD國家),工業增加值(佔GDP百分比),1962,29.216751457
東亞與太平洋地區(IDA及IBRD國家),通貨膨脹率-GDP平減指數(年增率%),1962,
東亞與太平洋地區(IDA及IBRD國家),出生時預期壽命(歲),1962,46.5510630104
東亞與太平洋地區(IDA及IBRD國家),人口密度(每平方公里人數),1962,56.6489330732
東亞與太平洋地區(IDA及IBRD國家),服務業等增加值(佔GDP百分比),1962,31.0261087086
歐元區,農業增加值(佔GDP百分比),1962,
歐元區,二氧化碳排放量(每人公噸),1962,
歐元區,金融部門提供之國內信貸(佔GDP百分比),1962,37.6286044559
歐元區,電力消耗(每人千瓦時),1962,1392.42201129
歐元區,能源使用量(每人石油當量公斤),1962,1566.55425905
歐元區,商品與服務出口(佔GDP百分比),1962,17.9798923508
歐元區,總生育率(每名婦女生育數),1962,2.63860990563
歐元區,GDP成長率(年增率%),1962,6.389289445599999
歐元區,商品與服務進口(佔GDP百分比),1962,18.5775881372
歐元區,工業增加值(佔GDP百分比),1962,
歐元區,通貨膨脹率-GDP平減指數(年增率%),1962,3.93430633254
歐元區,出生時預期壽命(歲),1962,69.6028154591
歐元區,人口密度(每平方公里人數),1962,102.168520624
歐元區,服務業等增加值(佔GDP百分比),1962,
歐洲與中亞地區,農業增加值(佔GDP百分比),1962,
歐洲與中亞地區,二氧化碳排放量(每人公噸),1962,
歐洲與中亞地區,金融部門提供之國內信貸(佔GDP百分比),1962,46.6076607014
歐洲與中亞地區,電力消耗(每人千瓦時),1962,
歐洲與中亞地區,能源使用量(每人石油當量公斤),1962,
歐洲與中亞地區,商品與服務出口(佔GDP百分比),1962,18.8596110724
歐洲與中亞地區,總生育率(每名婦女生育數),1962,2.80140601693
歐洲與中亞地區,GDP成長率(年增率%),1962,
歐洲與中亞地區,商品與服務進口(佔GDP百分比),1962,19.6006598562
歐洲與中亞地區,工業增加值(佔GDP百分比),1962,
歐洲與中亞地區,通貨膨脹率-GDP平減指數(年增率%),1962,
歐洲與中亞地區,出生時預期壽命(歲),1962,67.4893155838
歐洲與中亞地區,人口密度(每平方公里人數),1962,24.9704389504
歐洲與中亞地區,服務業等增加值(佔GDP百分比),1962,
歐洲與中亞地區(不含高收入),農業增加值(佔GDP百分比),1962,
歐洲與中亞地區(不含高收入),二氧化碳排放量(每人公噸),1962,
歐洲與中亞地區(不含高收入),金融部門提供之國內信貸(佔GDP百分比),1962,23.00124533
歐洲與中亞地區(不含高收入),電力消耗(每人千瓦時),1962,
歐洲與中亞地區(不含高收入),能源使用量(每人石油當量公斤),1962,
歐洲與中亞地區(不含高收入),商品與服務出口(佔GDP百分比),1962,
歐洲與中亞地區(不含高收入),總生育率(每名婦女生育數),1962,3.0335410997500003
歐洲與中亞地區(不含高收入),GDP成長率(年增率%),1962,
歐洲與中亞地區(不含高收入),商品與服務進口(佔GDP百分比),1962,
歐洲與中亞地區(不含高收入),工業增加值(佔GDP百分比),1962,
歐洲與中亞地區(不含高收入),通貨膨脹率-GDP平減指數(年增率%),1962,
歐洲與中亞地區(不含高收入),出生時預期壽命(歲),1962,64.3017848226
歐洲與中亞地區(不含高收入),人口密度(每平方公里人數),1962,12.5347311681
歐洲與中亞地區(不含高收入),服務業等增加值(佔GDP百分比),1962,
歐洲與中亞地區(IDA及IBRD國家),農業增加值(佔GDP百分比),1962,
歐洲與中亞地區(IDA及IBRD國家),二氧化碳排放量(每人公噸),1962,
歐洲與中亞地區(IDA及IBRD國家),金融部門提供之國內信貸(佔GDP百分比),1962,23.00124533
歐洲與中亞地區(IDA及IBRD國家),電力消耗(每人千瓦時),1962,
歐洲與中亞地區(IDA及IBRD國家),能源使用量(每人石油當量公斤),1962,
歐洲與中亞地區(IDA及IBRD國家),商品與服務出口(佔GDP百分比),1962,
歐洲與中亞地區(IDA及IBRD國家),總生育率(每名婦女生育數),1962,2.99494440601
歐洲與中亞地區(IDA及IBRD國家),GDP成長率(年增率%),1962,
歐洲與中亞地區(IDA及IBRD國家),商品與服務進口(佔GDP百分比),1962,
歐洲與中亞地區(IDA及IBRD國家),工業增加值(佔GDP百分比),1962,
歐洲與中亞地區(IDA及IBRD國家),通貨膨脹率-GDP平減指數(年增率%),1962,
歐洲與中亞地區(IDA及IBRD國家),出生時預期壽命(歲),1962,64.62170061350001
歐洲與中亞地區(IDA及IBRD國家),人口密度(每平方公里人數),1962,13.837717906300002
歐洲與中亞地區(IDA及IBRD國家),服務業等增加值(佔GDP百分比),1962,
歐洲聯盟,農業增加值(佔GDP百分比),1962,
歐洲聯盟,二氧化碳排放量(每人公噸),1962,6.21118218358
歐洲聯盟,金融部門提供之國內信貸(佔GDP百分比),1962,44.3390099357
歐洲聯盟,電力消耗(每人千瓦時),1962,1641.96634832
歐洲聯盟,能源使用量(每人石油當量公斤),1962,1869.0381177
歐洲聯盟,商品與服務出口(佔GDP百分比),1962,18.69929913
歐洲聯盟,總生育率(每名婦女生育數),1962,2.59090419097
歐洲聯盟,GDP成長率(年增率%),1962,5.03156629351
歐洲聯盟,商品與服務進口(佔GDP百分比),1962,19.2606330094
歐洲聯盟,工業增加值(佔GDP百分比),1962,
歐洲聯盟,通貨膨脹率-GDP平減指數(年增率%),1962,
歐洲聯盟,出生時預期壽命(歲),1962,69.5145683758
歐洲聯盟,人口密度(每平方公里人數),1962,98.9488025567
歐洲聯盟,服務業等增加值(佔GDP百分比),1962,
脆弱與衝突影響地區,農業增加值(佔GDP百分比),1962,
脆弱與衝突影響地區,二氧化碳排放量(每人公噸),1962,0.2854479163589999
脆弱與衝突影響地區,金融部門提供之國內信貸(佔GDP百分比),1962,14.7629661812
脆弱與衝突影響地區,電力消耗(每人千瓦時),1962,
脆弱與衝突影響地區,能源使用量(每人石油當量公斤),1962,
脆弱與衝突影響地區,商品與服務出口(佔GDP百分比),1962,
脆弱與衝突影響地區,總生育率(每名婦女生育數),1962,6.632275168
脆弱與衝突影響地區,GDP成長率(年增率%),1962,
脆弱與衝突影響地區,商品與服務進口(佔GDP百分比),1962,
脆弱與衝突影響地區,工業增加值(佔GDP百分比),1962,
脆弱與衝突影響地區,通貨膨脹率-GDP平減指數(年增率%),1962,
脆弱與衝突影響地區,出生時預期壽命(歲),1962,41.9360789226
脆弱與衝突影響地區,人口密度(每平方公里人數),1962,8.44095168403
脆弱與衝突影響地區,服務業等增加值(佔GDP百分比),1962,
重債窮國,農業增加值(佔GDP百分比),1962,
重債窮國,二氧化碳排放量(每人公噸),1962,0.123188012667
重債窮國,金融部門提供之國內信貸(佔GDP百分比),1962,9.16389738515
重債窮國,電力消耗(每人千瓦時),1962,
重債窮國,能源使用量(每人石油當量公斤),1962,
重債窮國,商品與服務出口(佔GDP百分比),1962,18.1881962582
重債窮國,總生育率(每名婦女生育數),1962,6.74367372901
重債窮國,GDP成長率(年增率%),1962,6.894541309380001
重債窮國,商品與服務進口(佔GDP百分比),1962,21.0289126827
重債窮國,工業增加值(佔GDP百分比),1962,
重債窮國,通貨膨脹率-GDP平減指數(年增率%),1962,2.48595550992
重債窮國,出生時預期壽命(歲),1962,40.4194539613
重債窮國,人口密度(每平方公里人數),1962,8.622484235349999
重債窮國,服務業等增加值(佔GDP百分比),1962,
高收入國家,農業增加值(佔GDP百分比),1962,
高收入國家,二氧化碳排放量(每人公噸),1962,7.82997726503
高收入國家,金融部門提供之國內信貸(佔GDP百分比),1962,82.8547064002
高收入國家,電力消耗(每人千瓦時),1962,2545.23146285
高收入國家,能源使用量(每人石油當量公斤),1962,2913.42527159
高收入國家,商品與服務出口(佔GDP百分比),1962,12.877313463
高收入國家,總生育率(每名婦女生育數),1962,2.96349510726
高收入國家,GDP成長率(年增率%),1962,5.87285481018
高收入國家,商品與服務進口(佔GDP百分比),1962,13.2522440359
高收入國家,工業增加值(佔GDP百分比),1962,
高收入國家,通貨膨脹率-GDP平減指數(年增率%),1962,
高收入國家,出生時預期壽命(歲),1962,68.8475229673
高收入國家,人口密度(每平方公里人數),1962,22.297839823
高收入國家,服務業等增加值(佔GDP百分比),1962,
僅國際復興開發銀行,農業增加值(佔GDP百分比),1962,34.6741376923
僅國際復興開發銀行,二氧化碳排放量(每人公噸),1962,1.13652715906
僅國際復興開發銀行,金融部門提供之國內信貸(佔GDP百分比),1962,
僅國際復興開發銀行,電力消耗(每人千瓦時),1962,
僅國際復興開發銀行,能源使用量(每人石油當量公斤),1962,
僅國際復興開發銀行,商品與服務出口(佔GDP百分比),1962,8.338509162689999
僅國際復興開發銀行,總生育率(每名婦女生育數),1962,5.4944322563800005
僅國際復興開發銀行,GDP成長率(年增率%),1962,3.6555936509800007
僅國際復興開發銀行,商品與服務進口(佔GDP百分比),1962,8.19604234354
僅國際復興開發銀行,工業增加值(佔GDP百分比),1962,28.481684634
僅國際復興開發銀行,通貨膨脹率-GDP平減指數(年增率%),1962,
僅國際復興開發銀行,出生時預期壽命(歲),1962,49.40421599890001
僅國際復興開發銀行,人口密度(每平方公里人數),1962,28.2842809601
僅國際復興開發銀行,服務業等增加值(佔GDP百分比),1962,36.5780360872
國際開發協會與國際復興開發銀行總計,農業增加值(佔GDP百分比),1962,35.2112781216
國際開發協會與國際復興開發銀行總計,二氧化碳排放量(每人公噸),1962,0.965995841157
國際開發協會與國際復興開發銀行總計,金融部門提供之國內信貸(佔GDP百分比),1962,21.4047944156
國際開發協會與國際復興開發銀行總計,電力消耗(每人千瓦時),1962,
國際開發協會與國際復興開發銀行總計,能源使用量(每人石油當量公斤),1962,
國際開發協會與國際復興開發銀行總計,商品與服務出口(佔GDP百分比),1962,8.71233811745
國際開發協會與國際復興開發銀行總計,總生育率(每名婦女生育數),1962,5.702685923230001
國際開發協會與國際復興開發銀行總計,GDP成長率(年增率%),1962,3.87333174624
國際開發協會與國際復興開發銀行總計,商品與服務進口(佔GDP百分比),1962,8.72712903536
國際開發協會與國際復興開發銀行總計,工業增加值(佔GDP百分比),1962,
國際開發協會與國際復興開發銀行總計,通貨膨脹率-GDP平減指數(年增率%),1962,
國際開發協會與國際復興開發銀行總計,出生時預期壽命(歲),1962,48.5301727589
國際開發協會與國際復興開發銀行總計,人口密度(每平方公里人數),1962,24.8008080795
國際開發協會與國際復興開發銀行總計,服務業等增加值(佔GDP百分比),1962,
國際開發協會混合,農業增加值(佔GDP百分比),1962,
國際開發協會混合,二氧化碳排放量(每人公噸),1962,0.380231077993
國際開發協會混合,金融部門提供之國內信貸(佔GDP百分比),1962,19.6453330531
國際開發協會混合,電力消耗(每人千瓦時),1962,
國際開發協會混合,能源使用量(每人石油當量公斤),1962,
國際開發協會混合,商品與服務出口(佔GDP百分比),1962,
國際開發協會混合,總生育率(每名婦女生育數),1962,6.34627388581
國際開發協會混合,GDP成長率(年增率%),1962,4.12401453213
國際開發協會混合,商品與服務進口(佔GDP百分比),1962,
國際開發協會混合,工業增加值(佔GDP百分比),1962,
國際開發協會混合,通貨膨脹率-GDP平減指數(年增率%),1962,0.469617819433
國際開發協會混合,出生時預期壽命(歲),1962,48.9768436623
國際開發協會混合,人口密度(每平方公里人數),1962,25.0592541693
國際開發協會混合,服務業等增加值(佔GDP百分比),1962,
僅國際開發協會,農業增加值(佔GDP百分比),1962,
僅國際開發協會,二氧化碳排放量(每人公噸),1962,0.143113788976
僅國際開發協會,金融部門提供之國內信貸(佔GDP百分比),1962,
僅國際開發協會,電力消耗(每人千瓦時),1962,
僅國際開發協會,能源使用量(每人石油當量公斤),1962,
僅國際開發協會,商品與服務出口(佔GDP百分比),1962,
僅國際開發協會,總生育率(每名婦女生育數),1962,6.73504404724
僅國際開發協會,GDP成長率(年增率%),1962,6.78254439481
僅國際開發協會,商品與服務進口(佔GDP百分比),1962,
僅國際開發協會,工業增加值(佔GDP百分比),1962,
僅國際開發協會,通貨膨脹率-GDP平減指數(年增率%),1962,
僅國際開發協會,出生時預期壽命(歲),1962,42.2791710945
僅國際開發協會,人口密度(每平方公里人數),1962,13.416935075
僅國際開發協會,服務業等增加值(佔GDP百分比),1962,
國際開發協會總計,農業增加值(佔GDP百分比),1962,
國際開發協會總計,二氧化碳排放量(每人公噸),1962,0.237643137889
國際開發協會總計,金融部門提供之國內信貸(佔GDP百分比),1962,15.9164985203
國際開發協會總計,電力消耗(每人千瓦時),1962,
國際開發協會總計,能源使用量(每人石油當量公斤),1962,
國際開發協會總計,商品與服務出口(佔GDP百分比),1962,
國際開發協會總計,總生育率(每名婦女生育數),1962,6.589375360569999
國際開發協會總計,GDP成長率(年增率%),1962,5.454590516180001
國際開發協會總計,商品與服務進口(佔GDP百分比),1962,
國際開發協會總計,工業增加值(佔GDP百分比),1962,
國際開發協會總計,通貨膨脹率-GDP平減指數(年增率%),1962,
國際開發協會總計,出生時預期壽命(歲),1962,44.820662595
國際開發協會總計,人口密度(每平方公里人數),1962,16.2814472862
國際開發協會總計,服務業等增加值(佔GDP百分比),1962,
後期人口紅利國家,農業增加值(佔GDP百分比),1962,33.4837436161
後期人口紅利國家,二氧化碳排放量(每人公噸),1962,1.34297911486
後期人口紅利國家,金融部門提供之國內信貸(佔GDP百分比),1962,
後期人口紅利國家,電力消耗(每人千瓦時),1962,
後期人口紅利國家,能源使用量(每人石油當量公斤),1962,
後期人口紅利國家,商品與服務出口(佔GDP百分比),1962,7.587388409189999
後期人口紅利國家,總生育率(每名婦女生育數),1962,5.321042724090001
後期人口紅利國家,GDP成長率(年增率%),1962,3.2814245382
後期人口紅利國家,商品與服務進口(佔GDP百分比),1962,7.4983921969
後期人口紅利國家,工業增加值(佔GDP百分比),1962,31.4626111132
後期人口紅利國家,通貨膨脹率-GDP平減指數(年增率%),1962,
後期人口紅利國家,出生時預期壽命(歲),1962,51.1719374019
後期人口紅利國家,人口密度(每平方公里人數),1962,25.0503071863
後期人口紅利國家,服務業等增加值(佔GDP百分比),1962,35.0477841021
拉丁美洲與加勒比海地區,農業增加值(佔GDP百分比),1962,
拉丁美洲與加勒比海地區,二氧化碳排放量(每人公噸),1962,1.35454450523
拉丁美洲與加勒比海地區,金融部門提供之國內信貸(佔GDP百分比),1962,22.1865633579
拉丁美洲與加勒比海地區,電力消耗(每人千瓦時),1962,
拉丁美洲與加勒比海地區,能源使用量(每人石油當量公斤),1962,
拉丁美洲與加勒比海地區,商品與服務出口(佔GDP百分比),1962,10.0921648085
拉丁美洲與加勒比海地區,總生育率(每名婦女生育數),1962,5.942396391390001
拉丁美洲與加勒比海地區,GDP成長率(年增率%),1962,4.83300561552
拉丁美洲與加勒比海地區,商品與服務進口(佔GDP百分比),1962,10.9175885343
拉丁美洲與加勒比海地區,工業增加值(佔GDP百分比),1962,
拉丁美洲與加勒比海地區,通貨膨脹率-GDP平減指數(年增率%),1962,3.0128553157200004
拉丁美洲與加勒比海地區,出生時預期壽命(歲),1962,57.0000828818
拉丁美洲與加勒比海地區,人口密度(每平方公里人數),1962,11.6182911859
拉丁美洲與加勒比海地區,服務業等增加值(佔GDP百分比),1962,
拉丁美洲與加勒比海地區(不含高收入),農業增加值(佔GDP百分比),1962,
拉丁美洲與加勒比海地區(不含高收入),二氧化碳排放量(每人公噸),1962,1.29091743828
拉丁美洲與加勒比海地區(不含高收入),金融部門提供之國內信貸(佔GDP百分比),1962,21.864678261
拉丁美洲與加勒比海地區(不含高收入),電力消耗(每人千瓦時),1962,
拉丁美洲與加勒比海地區(不含高收入),能源使用量(每人石油當量公斤),1962,
拉丁美洲與加勒比海地區(不含高收入),商品與服務出口(佔GDP百分比),1962,9.23742039629
拉丁美洲與加勒比海地區(不含高收入),總生育率(每名婦女生育數),1962,6.04353495726
拉丁美洲與加勒比海地區(不含高收入),GDP成長率(年增率%),1962,4.86876099295
拉丁美洲與加勒比海地區(不含高收入),商品與服務進口(佔GDP百分比),1962,9.77322768685
拉丁美洲與加勒比海地區(不含高收入),工業增加值(佔GDP百分比),1962,
拉丁美洲與加勒比海地區(不含高收入),通貨膨脹率-GDP平減指數(年增率%),1962,2.83535326928
拉丁美洲與加勒比海地區(不含高收入),出生時預期壽命(歲),1962,56.632426295600006
拉丁美洲與加勒比海地區(不含高收入),人口密度(每平方公里人數),1962,11.4246191919
拉丁美洲與加勒比海地區(不含高收入),服務業等增加值(佔GDP百分比),1962,
Latin America & the Caribbean (IDA & IBRD countries),農業增加值(佔GDP百分比),1962,
Latin America & the Caribbean (IDA & IBRD countries),二氧化碳排放量(每人公噸),1962,1.32912433646
Latin America & the Caribbean (IDA & IBRD countries),金融部門提供之國內信貸(佔GDP百分比),1962,22.1865633579
Latin America & the Caribbean (IDA & IBRD countries),電力消耗(每人千瓦時),1962,
Latin America & the Caribbean (IDA & IBRD countries),能源使用量(每人石油當量公斤),1962,
Latin America & the Caribbean (IDA & IBRD countries),商品與服務出口(佔GDP百分比),1962,9.61786347044
Latin America & the Caribbean (IDA & IBRD countries),總生育率(每名婦女生育數),1962,6.01462187028
Latin America & the Caribbean (IDA & IBRD countries),GDP成長率(年增率%),1962,4.75330469964
Latin America & the Caribbean (IDA & IBRD countries),商品與服務進口(佔GDP百分比),1962,10.2092828943
Latin America & the Caribbean (IDA & IBRD countries),工業增加值(佔GDP百分比),1962,
Latin America & the Caribbean (IDA & IBRD countries),通貨膨脹率-GDP平減指數(年增率%),1962,3.0128553157200004
Latin America & the Caribbean (IDA & IBRD countries),出生時預期壽命(歲),1962,56.5819938145
Latin America & the Caribbean (IDA & IBRD countries),人口密度(每平方公里人數),1962,11.1668846634
Latin America & the Caribbean (IDA & IBRD countries),服務業等增加值(佔GDP百分比),1962,
最低度開發國家(聯合國分類),農業增加值(佔GDP百分比),1962,
最低度開發國家(聯合國分類),二氧化碳排放量(每人公噸),1962,0.1058718311979999
最低度開發國家(聯合國分類),金融部門提供之國內信貸(佔GDP百分比),1962,
最低度開發國家(聯合國分類),電力消耗(每人千瓦時),1962,
最低度開發國家(聯合國分類),能源使用量(每人石油當量公斤),1962,
最低度開發國家(聯合國分類),商品與服務出口(佔GDP百分比),1962,
最低度開發國家(聯合國分類),總生育率(每名婦女生育數),1962,6.69056719625
最低度開發國家(聯合國分類),GDP成長率(年增率%),1962,
最低度開發國家(聯合國分類),商品與服務進口(佔GDP百分比),1962,
最低度開發國家(聯合國分類),工業增加值(佔GDP百分比),1962,
最低度開發國家(聯合國分類),通貨膨脹率-GDP平減指數(年增率%),1962,
最低度開發國家(聯合國分類),出生時預期壽命(歲),1962,41.1928855841
最低度開發國家(聯合國分類),人口密度(每平方公里人數),1962,12.5195029153
最低度開發國家(聯合國分類),服務業等增加值(佔GDP百分比),1962,
低收入與中等收入國家,農業增加值(佔GDP百分比),1962,35.5772411533
低收入與中等收入國家,二氧化碳排放量(每人公噸),1962,0.84898678824
低收入與中等收入國家,金融部門提供之國內信貸(佔GDP百分比),1962,
低收入與中等收入國家,電力消耗(每人千瓦時),1962,
低收入與中等收入國家,能源使用量(每人石油當量公斤),1962,
低收入與中等收入國家,商品與服務出口(佔GDP百分比),1962,8.59211573566
低收入與中等收入國家,總生育率(每名婦女生育數),1962,5.742035481619999
低收入與中等收入國家,GDP成長率(年增率%),1962,3.90212807046
低收入與中等收入國家,商品與服務進口(佔GDP百分比),1962,8.582516738130002
低收入與中等收入國家,工業增加值(佔GDP百分比),1962,27.7758560977
低收入與中等收入國家,通貨膨脹率-GDP平減指數(年增率%),1962,
低收入與中等收入國家,出生時預期壽命(歲),1962,48.2624022762
低收入與中等收入國家,人口密度(每平方公里人數),1962,24.7929606368
低收入與中等收入國家,服務業等增加值(佔GDP百分比),1962,36.5076208835
低收入國家,農業增加值(佔GDP百分比),1962,
低收入國家,二氧化碳排放量(每人公噸),1962,
低收入國家,金融部門提供之國內信貸(佔GDP百分比),1962,7.69721054866
低收入國家,電力消耗(每人千瓦時),1962,
低收入國家,能源使用量(每人石油當量公斤),1962,
低收入國家,商品與服務出口(佔GDP百分比),1962,
低收入國家,總生育率(每名婦女生育數),1962,6.48639086075
低收入國家,GDP成長率(年增率%),1962,
低收入國家,商品與服務進口(佔GDP百分比),1962,
低收入國家,工業增加值(佔GDP百分比),1962,
低收入國家,通貨膨脹率-GDP平減指數(年增率%),1962,2.01037156929
低收入國家,出生時預期壽命(歲),1962,39.8777345906
低收入國家,人口密度(每平方公里人數),1962,12.0694599289
低收入國家,服務業等增加值(佔GDP百分比),1962,
中低收入國家,農業增加值(佔GDP百分比),1962,44.1212689712
中低收入國家,二氧化碳排放量(每人公噸),1962,0.415375260948
中低收入國家,金融部門提供之國內信貸(佔GDP百分比),1962,22.1611220375
中低收入國家,電力消耗(每人千瓦時),1962,
中低收入國家,能源使用量(每人石油當量公斤),1962,
中低收入國家,商品與服務出口(佔GDP百分比),1962,8.52330060872
中低收入國家,總生育率(每名婦女生育數),1962,5.93217502222
中低收入國家,GDP成長率(年增率%),1962,3.572485635369999
中低收入國家,商品與服務進口(佔GDP百分比),1962,10.1653803855
中低收入國家,工業增加值(佔GDP百分比),1962,18.8420127005
中低收入國家,通貨膨脹率-GDP平減指數(年增率%),1962,
中低收入國家,出生時預期壽命(歲),1962,46.7459146339
中低收入國家,人口密度(每平方公里人數),1962,45.45758707270001
